node_name,op_type,device,time_us,time_ms
4cREL0mOy3,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,1143.0,1.143
HqetgJ51bl,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,1142.0,1.142
PUwKsoNWg7,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,1142.0,1.142
MDhPJeFCxT,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,1140.0,1.14
hxGpwSUQNj,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,1139.0,1.139
e0b9XvT5VR,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,1137.0,1.137
6UnHYExGAq,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,1131.0,1.131
J7qFizNtnA,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,1128.0,1.128
SaprZWs0nD,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,1127.0,1.127
Yf4NZcupSL,Sum,/job:localhost/replica:0/task:0/device:MUSA:0,1126.0,1.126
MBKDjY8dC3,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,1126.0,1.126
ZlPFoQHeac,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,1126.0,1.126
1fpu6YFdzl,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,1125.0,1.125
5wAHbIU9s7,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,1124.0,1.124
y8tzOTrjY7,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,1123.0,1.123
PCWoTbBZX3,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,1121.0,1.121
nuspVQ032q,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,1120.0,1.12
7jtbNGIep6,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,1119.0,1.119
R34gFHCvtd,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,1119.0,1.119
KsDW95RjpO,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,1117.0,1.117
b4lDHCeEWn,RealDiv,/job:localhost/replica:0/task:0/device:MUSA:0,1117.0,1.117
bznc72GJKA,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,1116.0,1.116
MaGTyeSs4E,StridedSlice,/job:localhost/replica:0/task:0/device:MUSA:0,1115.0,1.115
cQKZSbzRyB,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,1115.0,1.115
x54BP6wCi9,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,1112.0,1.112
J7MGhfb3PN,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,1110.0,1.11
ro2Ka9WvYt,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,1110.0,1.11
RkaZrTibh8,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,1108.0,1.108
hu4qLJIRdQ,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,1108.0,1.108
9YQskhX7dw,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,1108.0,1.108
xHhUytzBDo,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,1107.0,1.107
965nVWqERs,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,1107.0,1.107
iOIH3bT8kK,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,1107.0,1.107
Mj5p0PsWzm,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,1104.0,1.104
LcuYVQNKfW,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,1103.0,1.103
40Obwz5D8W,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,1103.0,1.103
O3IsaxlruA,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,1102.0,1.102
HBmqQKzLyv,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,1102.0,1.102
V3iwa0uIAd,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,1101.0,1.101
85KbopZNxH,SquaredDifference,/job:localhost/replica:0/task:0/device:MUSA:0,1100.0,1.1
bn6vRk0aFX,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,1100.0,1.1
Wtq28LkAPD,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,1099.0,1.099
NTmnFtEUSa,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,1097.0,1.097
esif59Uuz4,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,1097.0,1.097
hlwqvKB4sF,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,1096.0,1.096
o2eAyHbntr,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,1096.0,1.096
C2bAMepR6B,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,1094.0,1.094
tIEmHb7rRD,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,1093.0,1.093
rNxby0TVCW,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,1092.0,1.092
yM0lHCZnAf,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,1090.0,1.09
csf13k8jmO,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,1088.0,1.088
UnNTLm2tyw,Select,/job:localhost/replica:0/task:0/device:MUSA:0,1087.0,1.087
B7rCktp9eK,RealDiv,/job:localhost/replica:0/task:0/device:MUSA:0,1086.0,1.086
F9yVWhxEd0,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,1084.0,1.084
ouiMOrRX5h,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,1083.0,1.083
veWwQKbgEz,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,1083.0,1.083
dfalHESLk4,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,1080.0,1.08
1EuUHzOgkW,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,1080.0,1.08
o1yrOdncg4,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,1080.0,1.08
7LQfblwyPH,RealDiv,/job:localhost/replica:0/task:0/device:MUSA:0,1079.0,1.079
zTC0gqB9ls,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,1078.0,1.078
fOX7WoR9DL,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,1078.0,1.078
nxEdyJ8z9R,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,1078.0,1.078
DfoBXYLazu,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,1078.0,1.078
tp9SLcVUxE,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,1077.0,1.077
EMJIx8yj3K,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,1075.0,1.075
dZVtjp7G41,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,1074.0,1.074
2WHIhfRAEZ,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,1073.0,1.073
86XHtAvrDz,MatMul,/job:localhost/replica:0/task:0/device:MUSA:0,1071.0,1.071
FJletX1CHY,Sub,/job:localhost/replica:0/task:0/device:MUSA:0,1071.0,1.071
yR468PMnOB,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,1071.0,1.071
f8ekUSuH6K,Prod,/job:localhost/replica:0/task:0/device:MUSA:0,1070.0,1.07
qwBHoesrdY,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,1070.0,1.07
dHTSCGXWrJ,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,1069.0,1.069
znj0PX8ZQJ,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,1068.0,1.068
FHp419izED,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,1068.0,1.068
vjGkhmHI4o,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,1067.0,1.067
xwfb09YjtM,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,1066.0,1.066
hR0MmDCcfs,Add,/job:localhost/replica:0/task:0/device:MUSA:0,1066.0,1.066
lojU9f7ay5,MatMul,/job:localhost/replica:0/task:0/device:MUSA:0,1065.0,1.065
8e23RjwLtI,Less,/job:localhost/replica:0/task:0/device:MUSA:0,1065.0,1.065
8QTwFKJCkE,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,1064.0,1.064
hB2s7v6IdV,Sub,/job:localhost/replica:0/task:0/device:MUSA:0,1064.0,1.064
PrBHxAeh5K,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,1063.0,1.063
DtyMIXPRj3,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,1063.0,1.063
h2pTa3Zbzv,Sum,/job:localhost/replica:0/task:0/device:MUSA:0,1062.0,1.062
Dj3F1qXe0g,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,1061.0,1.061
5DSMaOFycH,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,1060.0,1.06
FN2tGv7w0r,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,1056.0,1.056
UCkVarqfdQ,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,1055.0,1.055
ye49ZLA2mF,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,1054.0,1.054
mql5kHNiur,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,1053.0,1.053
vqhBMeGQEX,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,1051.0,1.051
FSyTlDOGEz,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,1050.0,1.05
jh1kM0EVlt,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,1050.0,1.05
TDaPp8tVd9,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,1049.0,1.049
vs47FKde6J,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,1049.0,1.049
m1FIBUWRfr,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,1048.0,1.048
L2BfIbkRtg,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,1046.0,1.046
rLYBgEsJ8G,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,1045.0,1.045
THOMBqUvyb,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,1045.0,1.045
BryYCslPF8,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,1043.0,1.043
Wb6drje8Ul,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,1042.0,1.042
oIw4SzMPDb,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,1040.0,1.04
Hd59MXO4Sv,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,1040.0,1.04
Lx7MuPs13m,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,1039.0,1.039
FajsSMvL5B,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,1035.0,1.035
R2aTBuj15K,RandomUniform,/job:localhost/replica:0/task:0/device:MUSA:0,1026.0,1.026
mhSFtOa7Xo,Less,/job:localhost/replica:0/task:0/device:MUSA:0,1025.0,1.025
aLdBEnbGIU,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,1017.0,1.017
cjdzZDs5XJ,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,1017.0,1.017
39fHDpOTlG,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,1013.0,1.013
9uRLETqnk7,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,1010.0,1.01
EcLkOU3m1a,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,1006.0,1.006
pRQkP6COFo,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,1004.0,1.004
T5Hx73DOcY,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,1004.0,1.004
hxqvNI0oL5,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,1001.0,1.001
3DLEJcN1ni,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,1000.0,1.0
IU5Vy7392k,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,999.0,0.999
fGsHCxzVaZ,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,999.0,0.999
SEezP79BAv,SquaredDifference,/job:localhost/replica:0/task:0/device:MUSA:0,999.0,0.999
YRmUWqeEN1,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,999.0,0.999
O6Qfz0gYtj,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,998.0,0.998
lLM7RuJEvj,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,998.0,0.998
YR5PzEtChg,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,997.0,0.997
w8OQbif3NR,Prod,/job:localhost/replica:0/task:0/device:MUSA:0,997.0,0.997
w5vTazDylI,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,996.0,0.996
ViS1LXMBT2,Fill,/job:localhost/replica:0/task:0/device:MUSA:0,995.0,0.995
xzlMCW4A9j,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,995.0,0.995
dSpacZUD7N,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,995.0,0.995
5dh70EvGMi,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,993.0,0.993
xknCWE7USo,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,992.0,0.992
FxnS8M6DPs,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,992.0,0.992
eXLqndgs1I,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,991.0,0.991
aRkoITjVFd,Reshape,/job:localhost/replica:0/task:0/device:MUSA:0,990.0,0.99
1Lbr5RcOA8,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,990.0,0.99
SAgv3tdh8W,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,989.0,0.989
Z36EaCLyxP,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,988.0,0.988
c4SxK7bADY,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,988.0,0.988
TdbFaUNh2v,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,988.0,0.988
MiPD7lk2fm,ZerosLike,/job:localhost/replica:0/task:0/device:MUSA:0,987.0,0.987
42epXQaijy,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,984.0,0.984
xycwq0KVdk,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,983.0,0.983
SBfOTpVRFt,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,983.0,0.983
znbpi6gVBq,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,982.0,0.982
n7hFkcAH9x,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,982.0,0.982
amNwAtku41,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,981.0,0.981
BFqY597j4y,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,981.0,0.981
GpjXdCufLN,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,980.0,0.98
YeH0LOul3p,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,980.0,0.98
xoWa3KqOEF,RandomUniform,/job:localhost/replica:0/task:0/device:MUSA:0,979.0,0.979
Ivi1WhRUJX,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,979.0,0.979
HicVd0h4Sk,Select,/job:localhost/replica:0/task:0/device:MUSA:0,978.0,0.978
J1QcThVN0u,RandomUniform,/job:localhost/replica:0/task:0/device:MUSA:0,978.0,0.978
Kenh2Cw5IF,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,977.0,0.977
axYcWqOuIr,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,977.0,0.977
qegDycm4W7,Less,/job:localhost/replica:0/task:0/device:MUSA:0,976.0,0.976
beNhCk8P1w,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,976.0,0.976
6YOQzng1Fq,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,975.0,0.975
z1P84cq3sW,Less,/job:localhost/replica:0/task:0/device:MUSA:0,974.0,0.974
EiFldGny5o,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,974.0,0.974
P0w1J9ZmFs,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,973.0,0.973
7Z82OYRWJo,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,972.0,0.972
xGUt4fT10B,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,972.0,0.972
nKwND6jYMu,Less,/job:localhost/replica:0/task:0/device:MUSA:0,972.0,0.972
PjIUhR1Nk6,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,971.0,0.971
yzNTtARg4S,Prod,/job:localhost/replica:0/task:0/device:MUSA:0,970.0,0.97
79xfDSqnpa,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,970.0,0.97
ncajLE4YQe,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,969.0,0.969
PlAriMokSL,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,968.0,0.968
a390NUph4j,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,968.0,0.968
SfiKBhomer,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,968.0,0.968
GEjHBd15mU,Fill,/job:localhost/replica:0/task:0/device:MUSA:0,967.0,0.967
UgTWluIKRf,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,967.0,0.967
e9MgUoRaJu,Select,/job:localhost/replica:0/task:0/device:MUSA:0,965.0,0.965
w3qchsY14F,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,965.0,0.965
0Bfhgsobu7,RandomUniform,/job:localhost/replica:0/task:0/device:MUSA:0,964.0,0.964
4SGTvWrEc7,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,964.0,0.964
lGP35zDmsY,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,964.0,0.964
fh9KZj1xFJ,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,964.0,0.964
dMuUqXl8hW,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,963.0,0.963
jJc3LbyUPk,Fill,/job:localhost/replica:0/task:0/device:MUSA:0,961.0,0.961
nauQiWXHmL,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,960.0,0.96
pmy2s0nDEx,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,958.0,0.958
TmeVLDBuGv,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,957.0,0.957
Q7h0LtOpbq,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,957.0,0.957
O5QCI9VDA8,Sum,/job:localhost/replica:0/task:0/device:MUSA:0,955.0,0.955
16QyC7ifeM,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,954.0,0.954
LWQM7UlHXC,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,953.0,0.953
6QwhVUkTNP,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,951.0,0.951
m920ljYBQb,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,950.0,0.95
er89pktRJD,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,950.0,0.95
Re7xirvTho,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,948.0,0.948
ohUuKiSXV6,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,947.0,0.947
l5AW8LcKiF,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,944.0,0.944
wv1XAteZYl,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,943.0,0.943
tgxjr8nZbC,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,942.0,0.942
rZiYuXgQp6,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,942.0,0.942
9Sqk2JYA7R,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,941.0,0.941
6rwX5C3dMu,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,941.0,0.941
FZ0McshC5J,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,941.0,0.941
lQVRiqd5tb,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,939.0,0.939
OfmwvpWPjI,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,939.0,0.939
GrcMvVsj4m,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,939.0,0.939
BYa2gPdsIF,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,939.0,0.939
leEbiI0C8B,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,937.0,0.937
1DujCbnZwL,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,936.0,0.936
fNLZBomSqy,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,935.0,0.935
xWJfTzXHDY,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,935.0,0.935
qpxyHFO0ft,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,933.0,0.933
on9BEcNVxT,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,931.0,0.931
8sBmY3aZcC,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,931.0,0.931
FcWw8oTp34,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,926.0,0.926
hJmCEU7GVy,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,926.0,0.926
kLXMit5zwa,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,926.0,0.926
qM8rAnLQYV,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,925.0,0.925
1Jnf2UZM9L,Reshape,/job:localhost/replica:0/task:0/device:MUSA:0,924.0,0.924
N8mcRSu2lU,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,912.0,0.912
oGgIJhCcWF,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,908.0,0.908
4XcMlmdNC3,Slice,/job:localhost/replica:0/task:0/device:MUSA:0,906.0,0.906
