node_name,op_type,device,time_us,time_ms
jJc3LbyUPk,Fill,/job:localhost/replica:0/task:0/device:GPU:0,78.0,0.078
oiTG1f54Ab,MatMul,/job:localhost/replica:0/task:0/device:GPU:0,78.0,0.078
8Y5P9yoOHQ,Slice,/job:localhost/replica:0/task:0/device:GPU:0,77.0,0.077
CH67zsca3i,ConcatV2,/job:localhost/replica:0/task:0/device:GPU:0,77.0,0.077
EYTMcVvt9d,Slice,/job:localhost/replica:0/task:0/device:GPU:0,76.0,0.076
NQEtopXVDw,Relu,/job:localhost/replica:0/task:0/device:GPU:0,75.0,0.075
YNw2FOEVhI,Slice,/job:localhost/replica:0/task:0/device:GPU:0,74.0,0.074
7B4GPWCFrd,Slice,/job:localhost/replica:0/task:0/device:GPU:0,73.0,0.073
h4aopcftMG,Slice,/job:localhost/replica:0/task:0/device:GPU:0,72.0,0.072
ArithmeticOptimizer/ReorderCastLikeAndValuePreserving_float_m8eFUjn4Za,Cast,/job:localhost/replica:0/task:0/device:GPU:0,71.0,0.071
tp9SLcVUxE,Slice,/job:localhost/replica:0/task:0/device:GPU:0,70.0,0.07
FWDg897x0I,Slice,/job:localhost/replica:0/task:0/device:GPU:0,69.0,0.069
NRPYc8XMgn,RandomUniform,/job:localhost/replica:0/task:0/device:GPU:0,68.0,0.068
kv73xS9Qpm,Einsum,/job:localhost/replica:0/task:0/device:GPU:0,68.0,0.068
DnQPZa3BhG,Split,/job:localhost/replica:0/task:0/device:GPU:0,68.0,0.068
ygf0Ovoj97,MatMul,/job:localhost/replica:0/task:0/device:GPU:0,67.0,0.067
CTAvWhGucJ,MatMul,/job:localhost/replica:0/task:0/device:GPU:0,67.0,0.067
R0LYAkDUbN,Slice,/job:localhost/replica:0/task:0/device:GPU:0,66.0,0.066
DF85uH0qP4,Less,/job:localhost/replica:0/task:0/device:GPU:0,66.0,0.066
AOTQcbX2xN,Slice,/job:localhost/replica:0/task:0/device:GPU:0,65.0,0.065
Pip21bcOGn,MatMul,/job:localhost/replica:0/task:0/device:GPU:0,65.0,0.065
b0ykfGtj42,Slice,/job:localhost/replica:0/task:0/device:GPU:0,64.0,0.064
jRtDm2hd3v,ConcatV2,/job:localhost/replica:0/task:0/device:GPU:0,63.0,0.063
Uf8A0a2iNs,Slice,/job:localhost/replica:0/task:0/device:GPU:0,62.0,0.062
ktJP4SE57Y,Pack,/job:localhost/replica:0/task:0/device:GPU:0,62.0,0.062
nKwND6jYMu,Less,/job:localhost/replica:0/task:0/device:GPU:0,61.0,0.061
qwu80yi6f5,ConcatV2,/job:localhost/replica:0/task:0/device:GPU:0,60.0,0.06
CAO71BDoVZ,ConcatV2,/job:localhost/replica:0/task:0/device:GPU:0,60.0,0.06
lYPZtzAWX0,RandomUniform,/job:localhost/replica:0/task:0/device:GPU:0,59.0,0.059
W35Y1NrocU,Select,/job:localhost/replica:0/task:0/device:GPU:0,59.0,0.059
oPWImK4taT,MatMul,/job:localhost/replica:0/task:0/device:GPU:0,58.0,0.058
yMTH3BsD6W,Split,/job:localhost/replica:0/task:0/device:GPU:0,58.0,0.058
THK9QOa3MA,Slice,/job:localhost/replica:0/task:0/device:GPU:0,57.0,0.057
1WaneNJvqb,Prod,/job:localhost/replica:0/task:0/device:GPU:0,57.0,0.057
aVQPZDtfTw,AddV2,/job:localhost/replica:0/task:0/device:GPU:0,56.0,0.056
SlOdyT6XNc,ConcatV2,/job:localhost/replica:0/task:0/device:GPU:0,56.0,0.056
R2aTBuj15K,RandomUniform,/job:localhost/replica:0/task:0/device:GPU:0,56.0,0.056
BH0pxuQ5Dm,RandomUniform,/job:localhost/replica:0/task:0/device:GPU:0,54.0,0.054
WchTtEQybG,ConcatV2,/job:localhost/replica:0/task:0/device:GPU:0,54.0,0.054
i0zjg6nTkR,Mul,/job:localhost/replica:0/task:0/device:GPU:0,54.0,0.054
WaMt8jTif4,ConcatV2,/job:localhost/replica:0/task:0/device:GPU:0,54.0,0.054
T5NEbmJqAt,Slice,/job:localhost/replica:0/task:0/device:GPU:0,53.0,0.053
xJOMsDefLd,ConcatV2,/job:localhost/replica:0/task:0/device:GPU:0,52.0,0.052
hRjpi8mFCe,Slice,/job:localhost/replica:0/task:0/device:GPU:0,51.0,0.051
AZyTxHw6sB,Slice,/job:localhost/replica:0/task:0/device:GPU:0,51.0,0.051
QWZMaRG2f9,Slice,/job:localhost/replica:0/task:0/device:GPU:0,51.0,0.051
aMXdC7sOLt,Slice,/job:localhost/replica:0/task:0/device:GPU:0,51.0,0.051
8e23RjwLtI,Less,/job:localhost/replica:0/task:0/device:GPU:0,51.0,0.051
adFkVpUPOj,MatMul,/job:localhost/replica:0/task:0/device:GPU:0,51.0,0.051
8UXNas97QL,Slice,/job:localhost/replica:0/task:0/device:GPU:0,50.0,0.05
wDPio3OZqz,Prod,/job:localhost/replica:0/task:0/device:GPU:0,50.0,0.05
auIpwdV8Ks,Slice,/job:localhost/replica:0/task:0/device:GPU:0,50.0,0.05
PRQdHmTh6Y,Slice,/job:localhost/replica:0/task:0/device:GPU:0,49.0,0.049
JklcoC8T9f,RandomUniform,/job:localhost/replica:0/task:0/device:GPU:0,49.0,0.049
ltEInsgvJC,MatMul,/job:localhost/replica:0/task:0/device:GPU:0,49.0,0.049
DONWo8GA5I,MatMul,/job:localhost/replica:0/task:0/device:GPU:0,49.0,0.049
OjRU3EI4tT,Mean,/job:localhost/replica:0/task:0/device:GPU:0,48.0,0.048
4VmQh3HMl0,MatMul,/job:localhost/replica:0/task:0/device:GPU:0,48.0,0.048
fCGiuLUdjn,ConcatV2,/job:localhost/replica:0/task:0/device:GPU:0,48.0,0.048
EL3Srij0cP,Slice,/job:localhost/replica:0/task:0/device:GPU:0,47.0,0.047
nAPg1ZSdIo,Slice,/job:localhost/replica:0/task:0/device:GPU:0,47.0,0.047
duc9V2Oz1w,Slice,/job:localhost/replica:0/task:0/device:GPU:0,47.0,0.047
MrQA0VUP5z,Slice,/job:localhost/replica:0/task:0/device:GPU:0,47.0,0.047
3gCfn8y6GK,Split,/job:localhost/replica:0/task:0/device:GPU:0,47.0,0.047
ysxh74LAbF,ConcatV2,/job:localhost/replica:0/task:0/device:GPU:0,47.0,0.047
VqyjvRPAdU,Slice,/job:localhost/replica:0/task:0/device:GPU:0,46.0,0.046
u47oGv5eqZ,Slice,/job:localhost/replica:0/task:0/device:GPU:0,46.0,0.046
hu4qLJIRdQ,Slice,/job:localhost/replica:0/task:0/device:GPU:0,46.0,0.046
9tsBIhSNWK,MatMul,/job:localhost/replica:0/task:0/device:GPU:0,46.0,0.046
AuOqoxgKaZ,MatMul,/job:localhost/replica:0/task:0/device:GPU:0,46.0,0.046
dnAmICT1UW,MatMul,/job:localhost/replica:0/task:0/device:GPU:0,46.0,0.046
VZC2SWXGak,Slice,/job:localhost/replica:0/task:0/device:GPU:0,45.0,0.045
Kq9pGeLPoW,Slice,/job:localhost/replica:0/task:0/device:GPU:0,45.0,0.045
PC1Lwr3usS,Slice,/job:localhost/replica:0/task:0/device:GPU:0,45.0,0.045
QC0wy3maTz,Fill,/job:localhost/replica:0/task:0/device:GPU:0,45.0,0.045
dsXfxUaw3b,Slice,/job:localhost/replica:0/task:0/device:GPU:0,45.0,0.045
payO4WNef2,Einsum,/job:localhost/replica:0/task:0/device:GPU:0,45.0,0.045
ZTShebMf7r,Conv2D,/job:localhost/replica:0/task:0/device:GPU:0,45.0,0.045
udGkSymo9O,Slice,/job:localhost/replica:0/task:0/device:GPU:0,44.0,0.044
SaprZWs0nD,Slice,/job:localhost/replica:0/task:0/device:GPU:0,44.0,0.044
hBrmbuLzqx,Slice,/job:localhost/replica:0/task:0/device:GPU:0,44.0,0.044
rpsqmAZX3V,RandomUniform,/job:localhost/replica:0/task:0/device:GPU:0,44.0,0.044
hy8KSipMUX,Slice,/job:localhost/replica:0/task:0/device:GPU:0,44.0,0.044
WcTaQxkYID,MatMul,/job:localhost/replica:0/task:0/device:GPU:0,44.0,0.044
0A8kMYVUjQ,MatMul,/job:localhost/replica:0/task:0/device:GPU:0,44.0,0.044
Cf6P2HAYa9,ConcatV2,/job:localhost/replica:0/task:0/device:GPU:0,44.0,0.044
EX3TCp8OfQ,MatMul,/job:localhost/replica:0/task:0/device:GPU:0,44.0,0.044
LlyHDC5mgo,Slice,/job:localhost/replica:0/task:0/device:GPU:0,43.0,0.043
N7K49olrQF,Slice,/job:localhost/replica:0/task:0/device:GPU:0,43.0,0.043
ueBSlJ16UN,Slice,/job:localhost/replica:0/task:0/device:GPU:0,43.0,0.043
CRZjOfKSn2,Slice,/job:localhost/replica:0/task:0/device:GPU:0,43.0,0.043
OrqL3JQbxs,MatMul,/job:localhost/replica:0/task:0/device:GPU:0,43.0,0.043
eX5k8pwArI,ConcatV2,/job:localhost/replica:0/task:0/device:GPU:0,43.0,0.043
aY1hlgwTNL,Slice,/job:localhost/replica:0/task:0/device:GPU:0,42.0,0.042
nmdH93r6sw,Slice,/job:localhost/replica:0/task:0/device:GPU:0,42.0,0.042
E4wfHdiGhB,Slice,/job:localhost/replica:0/task:0/device:GPU:0,42.0,0.042
RezEuYCADp,Slice,/job:localhost/replica:0/task:0/device:GPU:0,42.0,0.042
kGWBUfDdPT,Fill,/job:localhost/replica:0/task:0/device:GPU:0,42.0,0.042
4MAuV5anbg,Split,/job:localhost/replica:0/task:0/device:GPU:0,42.0,0.042
4Razxs20Gr,Slice,/job:localhost/replica:0/task:0/device:GPU:0,41.0,0.041
J7qFizNtnA,Slice,/job:localhost/replica:0/task:0/device:GPU:0,41.0,0.041
LfQctZ4o2u,Slice,/job:localhost/replica:0/task:0/device:GPU:0,41.0,0.041
dUcgJH0Ey9,Slice,/job:localhost/replica:0/task:0/device:GPU:0,41.0,0.041
R5hW6tTjGP,Slice,/job:localhost/replica:0/task:0/device:GPU:0,41.0,0.041
6J7kZ0gohA,Select,/job:localhost/replica:0/task:0/device:GPU:0,41.0,0.041
YprJVeS1bA,AddN,/job:localhost/replica:0/task:0/device:GPU:0,41.0,0.041
OrtjVLMQSq,AddN,/job:localhost/replica:0/task:0/device:GPU:0,41.0,0.041
qn0KWE1B4N,MatMul,/job:localhost/replica:0/task:0/device:GPU:0,41.0,0.041
3fJ1Rr2Uxp,Fill,/job:localhost/replica:0/task:0/device:GPU:0,41.0,0.041
XJeGgapIvF,Slice,/job:localhost/replica:0/task:0/device:GPU:0,40.0,0.04
h3bl41EoAM,Slice,/job:localhost/replica:0/task:0/device:GPU:0,40.0,0.04
p7dQ2q8T4a,Slice,/job:localhost/replica:0/task:0/device:GPU:0,40.0,0.04
RCjd8zmJbh,Mean,/job:localhost/replica:0/task:0/device:GPU:0,40.0,0.04
fGsHCxzVaZ,Slice,/job:localhost/replica:0/task:0/device:GPU:0,40.0,0.04
BKmoGczpyP,Slice,/job:localhost/replica:0/task:0/device:GPU:0,40.0,0.04
okgTy0d9zh,Less,/job:localhost/replica:0/task:0/device:GPU:0,40.0,0.04
oNbqDvEk31,MatMul,/job:localhost/replica:0/task:0/device:GPU:0,40.0,0.04
fL59k8o1qs,MatMul,/job:localhost/replica:0/task:0/device:GPU:0,40.0,0.04
BhQHkb04vI,MatMul,/job:localhost/replica:0/task:0/device:GPU:0,40.0,0.04
FcWw8oTp34,Slice,/job:localhost/replica:0/task:0/device:GPU:0,39.0,0.039
mwaCKRk8qH,Slice,/job:localhost/replica:0/task:0/device:GPU:0,39.0,0.039
cGVygmTxA3,Slice,/job:localhost/replica:0/task:0/device:GPU:0,39.0,0.039
HxzpX1egAV,Slice,/job:localhost/replica:0/task:0/device:GPU:0,39.0,0.039
O4LQNg8rKh,Slice,/job:localhost/replica:0/task:0/device:GPU:0,39.0,0.039
JQ5EHcb1Ys,Slice,/job:localhost/replica:0/task:0/device:GPU:0,39.0,0.039
Vkq8gWapoM,Slice,/job:localhost/replica:0/task:0/device:GPU:0,39.0,0.039
VLR6dhAfeY,Slice,/job:localhost/replica:0/task:0/device:GPU:0,39.0,0.039
Q7bcwfuUv6,Slice,/job:localhost/replica:0/task:0/device:GPU:0,39.0,0.039
oELrXdVfBn,Slice,/job:localhost/replica:0/task:0/device:GPU:0,39.0,0.039
vbD2wsa1RV,Slice,/job:localhost/replica:0/task:0/device:GPU:0,39.0,0.039
Qjo5VdOC6T,Prod,/job:localhost/replica:0/task:0/device:GPU:0,39.0,0.039
KYkh0iHAxJ,Slice,/job:localhost/replica:0/task:0/device:GPU:0,38.0,0.038
BRm0lFQUWA,Slice,/job:localhost/replica:0/task:0/device:GPU:0,38.0,0.038
1EuUHzOgkW,Slice,/job:localhost/replica:0/task:0/device:GPU:0,38.0,0.038
2syLmixR0S,BatchMatMulV2,/job:localhost/replica:0/task:0/device:GPU:0,38.0,0.038
ACVPQ6tXey,MatMul,/job:localhost/replica:0/task:0/device:GPU:0,38.0,0.038
Vn2eUiH4qF,MatMul,/job:localhost/replica:0/task:0/device:GPU:0,38.0,0.038
FMZ1a7dSiE,Slice,/job:localhost/replica:0/task:0/device:GPU:0,37.0,0.037
m6rhZAcTt4,Slice,/job:localhost/replica:0/task:0/device:GPU:0,37.0,0.037
5kQLMrEDeX,Slice,/job:localhost/replica:0/task:0/device:GPU:0,37.0,0.037
65GWQCl3jD,Slice,/job:localhost/replica:0/task:0/device:GPU:0,37.0,0.037
Lp37ytaQZF,Slice,/job:localhost/replica:0/task:0/device:GPU:0,37.0,0.037
eiNnaIlsZB,Slice,/job:localhost/replica:0/task:0/device:GPU:0,37.0,0.037
wEaRy9OqjV,Slice,/job:localhost/replica:0/task:0/device:GPU:0,37.0,0.037
z3xrs5Xmbn,Slice,/job:localhost/replica:0/task:0/device:GPU:0,37.0,0.037
fJotwDCWhi,Slice,/job:localhost/replica:0/task:0/device:GPU:0,37.0,0.037
RyBL7IgG9N,MatMul,/job:localhost/replica:0/task:0/device:GPU:0,37.0,0.037
yV2YCqnOh3,MatMul,/job:localhost/replica:0/task:0/device:GPU:0,37.0,0.037
5elCu0kyam,MatMul,/job:localhost/replica:0/task:0/device:GPU:0,37.0,0.037
bR6j2GzvK7,MatMul,/job:localhost/replica:0/task:0/device:GPU:0,37.0,0.037
xWJfTzXHDY,Slice,/job:localhost/replica:0/task:0/device:GPU:0,36.0,0.036
9laxjhyQGJ,Slice,/job:localhost/replica:0/task:0/device:GPU:0,36.0,0.036
JdSQ9yjWxB,Slice,/job:localhost/replica:0/task:0/device:GPU:0,36.0,0.036
PSYwH2cEV5,Slice,/job:localhost/replica:0/task:0/device:GPU:0,36.0,0.036
ufpIKQVgCv,Slice,/job:localhost/replica:0/task:0/device:GPU:0,36.0,0.036
pozLUHjfFJ,Slice,/job:localhost/replica:0/task:0/device:GPU:0,36.0,0.036
OB9apq5XR8,MatMul,/job:localhost/replica:0/task:0/device:GPU:0,36.0,0.036
wX152KGJpg,MatMul,/job:localhost/replica:0/task:0/device:GPU:0,36.0,0.036
vrqhcos9ZA,MatMul,/job:localhost/replica:0/task:0/device:GPU:0,36.0,0.036
FoJKlb2Qi0,Slice,/job:localhost/replica:0/task:0/device:GPU:0,35.0,0.035
9uJXgvyZNT,Slice,/job:localhost/replica:0/task:0/device:GPU:0,35.0,0.035
FsAupv14Ng,Slice,/job:localhost/replica:0/task:0/device:GPU:0,35.0,0.035
j56P0y9ABT,Slice,/job:localhost/replica:0/task:0/device:GPU:0,35.0,0.035
MK5ypSGX6f,Slice,/job:localhost/replica:0/task:0/device:GPU:0,35.0,0.035
7lX0ZDLMkh,Slice,/job:localhost/replica:0/task:0/device:GPU:0,35.0,0.035
HcZl9A2uNo,Slice,/job:localhost/replica:0/task:0/device:GPU:0,35.0,0.035
xan6vVTN1f,Slice,/job:localhost/replica:0/task:0/device:GPU:0,35.0,0.035
cdsiVNaDUX,ZerosLike,/job:localhost/replica:0/task:0/device:GPU:0,35.0,0.035
HKFAuMvz95,Slice,/job:localhost/replica:0/task:0/device:GPU:0,35.0,0.035
I4iR0Go6hU,MatMul,/job:localhost/replica:0/task:0/device:GPU:0,35.0,0.035
XMNJcWknpm,Slice,/job:localhost/replica:0/task:0/device:GPU:0,34.0,0.034
R34gFHCvtd,Slice,/job:localhost/replica:0/task:0/device:GPU:0,34.0,0.034
RsDe5TlgrI,ConcatV2,/job:localhost/replica:0/task:0/device:GPU:0,34.0,0.034
mqCHJsV7rj,Slice,/job:localhost/replica:0/task:0/device:GPU:0,34.0,0.034
MfCvySWuKg,Slice,/job:localhost/replica:0/task:0/device:GPU:0,34.0,0.034
ZR5xwMmiYh,Slice,/job:localhost/replica:0/task:0/device:GPU:0,34.0,0.034
20sEKkGnJU,Slice,/job:localhost/replica:0/task:0/device:GPU:0,34.0,0.034
n7hFkcAH9x,Slice,/job:localhost/replica:0/task:0/device:GPU:0,34.0,0.034
wKEP4Uqhsk,Slice,/job:localhost/replica:0/task:0/device:GPU:0,34.0,0.034
AHD5bNJcvW,Slice,/job:localhost/replica:0/task:0/device:GPU:0,34.0,0.034
8m64FPuiYj,Slice,/job:localhost/replica:0/task:0/device:GPU:0,34.0,0.034
c7kHVxPnFJ,AddV2,/job:localhost/replica:0/task:0/device:GPU:0,34.0,0.034
UMgnCia4kt,MatMul,/job:localhost/replica:0/task:0/device:GPU:0,34.0,0.034
oXxQYDCWBi,MatMul,/job:localhost/replica:0/task:0/device:GPU:0,34.0,0.034
MTcKuXHehi,Slice,/job:localhost/replica:0/task:0/device:GPU:0,33.0,0.033
ahZicwQGOb,Slice,/job:localhost/replica:0/task:0/device:GPU:0,33.0,0.033
Zwu18sKmMW,Slice,/job:localhost/replica:0/task:0/device:GPU:0,33.0,0.033
b5iRJdnBWI,Slice,/job:localhost/replica:0/task:0/device:GPU:0,33.0,0.033
nHyt93Th0s,Slice,/job:localhost/replica:0/task:0/device:GPU:0,33.0,0.033
F2Qud7e6V5,Slice,/job:localhost/replica:0/task:0/device:GPU:0,33.0,0.033
Wvk5VZBsIa,Fill,/job:localhost/replica:0/task:0/device:GPU:0,33.0,0.033
DtyMIXPRj3,Slice,/job:localhost/replica:0/task:0/device:GPU:0,33.0,0.033
p7zvjMXkE9,Slice,/job:localhost/replica:0/task:0/device:GPU:0,33.0,0.033
fJ3WFxpUzN,ZerosLike,/job:localhost/replica:0/task:0/device:GPU:0,33.0,0.033
Dxzj39gRXf,Slice,/job:localhost/replica:0/task:0/device:GPU:0,33.0,0.033
H6QOJoqztL,MatMul,/job:localhost/replica:0/task:0/device:GPU:0,33.0,0.033
7df3PkCv4O,MatMul,/job:localhost/replica:0/task:0/device:GPU:0,33.0,0.033
4ViG15BDh0,ConcatV2,/job:localhost/replica:0/task:0/device:GPU:0,33.0,0.033
I8C0as9pG4,Slice,/job:localhost/replica:0/task:0/device:GPU:0,32.0,0.032
MaGTyeSs4E,StridedSlice,/job:localhost/replica:0/task:0/device:GPU:0,32.0,0.032
W1u62rEZa5,Slice,/job:localhost/replica:0/task:0/device:GPU:0,32.0,0.032
68nqcmgXvS,Slice,/job:localhost/replica:0/task:0/device:GPU:0,32.0,0.032
zaBAeIuR8b,Slice,/job:localhost/replica:0/task:0/device:GPU:0,32.0,0.032
HuFVd4W2sv,Slice,/job:localhost/replica:0/task:0/device:GPU:0,32.0,0.032
iPY10UzdBv,Slice,/job:localhost/replica:0/task:0/device:GPU:0,32.0,0.032
DBALWX5R4d,Slice,/job:localhost/replica:0/task:0/device:GPU:0,32.0,0.032
pIh60qNMLX,Slice,/job:localhost/replica:0/task:0/device:GPU:0,32.0,0.032
12O0jHW3NK,Slice,/job:localhost/replica:0/task:0/device:GPU:0,32.0,0.032
cw6CP8JZ4B,ZerosLike,/job:localhost/replica:0/task:0/device:GPU:0,32.0,0.032
dJ5uhpzxfH,Slice,/job:localhost/replica:0/task:0/device:GPU:0,32.0,0.032
XbtHIwJOmP,Mul,/job:localhost/replica:0/task:0/device:GPU:0,32.0,0.032
dAkTw9DEFI,ConcatV2,/job:localhost/replica:0/task:0/device:GPU:0,32.0,0.032
86XHtAvrDz,MatMul,/job:localhost/replica:0/task:0/device:GPU:0,32.0,0.032
VMEaZgU7Xs,MatMul,/job:localhost/replica:0/task:0/device:GPU:0,32.0,0.032
9k6l5imw72,MatMul,/job:localhost/replica:0/task:0/device:GPU:0,32.0,0.032
nHiIC4SwGM,MatMul,/job:localhost/replica:0/task:0/device:GPU:0,32.0,0.032
u9j0AQwZqh,ConcatV2,/job:localhost/replica:0/task:0/device:GPU:0,32.0,0.032
DQLOrMJnqw,Slice,/job:localhost/replica:0/task:0/device:GPU:0,31.0,0.031
sfjqkhnCRp,Slice,/job:localhost/replica:0/task:0/device:GPU:0,31.0,0.031
yR3JMIDXsq,Slice,/job:localhost/replica:0/task:0/device:GPU:0,31.0,0.031
s29BDTm35r,Slice,/job:localhost/replica:0/task:0/device:GPU:0,31.0,0.031
Ized9GyZR2,Slice,/job:localhost/replica:0/task:0/device:GPU:0,31.0,0.031
8SvDOMdWHm,Slice,/job:localhost/replica:0/task:0/device:GPU:0,31.0,0.031
taogx457UM,Slice,/job:localhost/replica:0/task:0/device:GPU:0,31.0,0.031
OVTeWyCuF3,Slice,/job:localhost/replica:0/task:0/device:GPU:0,31.0,0.031
Z6jshSCIHw,Slice,/job:localhost/replica:0/task:0/device:GPU:0,31.0,0.031
Cjv8n0gok7,Slice,/job:localhost/replica:0/task:0/device:GPU:0,31.0,0.031
UtK2Wc8kNQ,Tanh,/job:localhost/replica:0/task:0/device:GPU:0,31.0,0.031
shmqv7lwFN,BatchMatMulV2,/job:localhost/replica:0/task:0/device:GPU:0,31.0,0.031
8fSsnBjlLY,MatMul,/job:localhost/replica:0/task:0/device:GPU:0,31.0,0.031
3sM01hlUut,MatMul,/job:localhost/replica:0/task:0/device:GPU:0,31.0,0.031
ZORdxcLy7S,MatMul,/job:localhost/replica:0/task:0/device:GPU:0,31.0,0.031
PD1sTX5HSk,MatMul,/job:localhost/replica:0/task:0/device:GPU:0,31.0,0.031
diZ2Fjzon0,MatMul,/job:localhost/replica:0/task:0/device:GPU:0,31.0,0.031
tRODs50hST,MatMul,/job:localhost/replica:0/task:0/device:GPU:0,31.0,0.031
kOu9QnrfaR,MatMul,/job:localhost/replica:0/task:0/device:GPU:0,31.0,0.031
wANgHaxC7T,MatMul,/job:localhost/replica:0/task:0/device:GPU:0,31.0,0.031
XB7v62QUcz,ConcatV2,/job:localhost/replica:0/task:0/device:GPU:0,31.0,0.031
OlVKRA1TDu,MatMul,/job:localhost/replica:0/task:0/device:GPU:0,31.0,0.031
WvMZPlhHUf,Reshape,/job:localhost/replica:0/task:0/device:GPU:0,30.0,0.03
RC0jVKIZkT,Slice,/job:localhost/replica:0/task:0/device:GPU:0,30.0,0.03
3nfmRBKuM0,Slice,/job:localhost/replica:0/task:0/device:GPU:0,30.0,0.03
CuBGJfrtSm,Slice,/job:localhost/replica:0/task:0/device:GPU:0,30.0,0.03
JUhvTBLXuo,Slice,/job:localhost/replica:0/task:0/device:GPU:0,30.0,0.03
p703y4htsv,Greater,/job:localhost/replica:0/task:0/device:GPU:0,30.0,0.03
m1t8cQZDXs,Slice,/job:localhost/replica:0/task:0/device:GPU:0,30.0,0.03
XYEND5kpKx,Slice,/job:localhost/replica:0/task:0/device:GPU:0,30.0,0.03
WoxN0Tp4vL,Slice,/job:localhost/replica:0/task:0/device:GPU:0,30.0,0.03
EiFldGny5o,Slice,/job:localhost/replica:0/task:0/device:GPU:0,30.0,0.03
65iY2fIbEB,Slice,/job:localhost/replica:0/task:0/device:GPU:0,30.0,0.03
RqBtr53vuS,Slice,/job:localhost/replica:0/task:0/device:GPU:0,30.0,0.03
hg5X7wylWQ,Slice,/job:localhost/replica:0/task:0/device:GPU:0,30.0,0.03
LDcJUVbQvT,RealDiv,/job:localhost/replica:0/task:0/device:GPU:0,30.0,0.03
unvEOB025F,Slice,/job:localhost/replica:0/task:0/device:GPU:0,30.0,0.03
Auw6QJzqiR,MatMul,/job:localhost/replica:0/task:0/device:GPU:0,30.0,0.03
JsGd4cnvLr,Select,/job:localhost/replica:0/task:0/device:GPU:0,30.0,0.03
KvmQZ15lya,Select,/job:localhost/replica:0/task:0/device:GPU:0,30.0,0.03
85WKAvis74,ConcatV2,/job:localhost/replica:0/task:0/device:GPU:0,30.0,0.03
Ya9sKHLWEw,ConcatV2,/job:localhost/replica:0/task:0/device:GPU:0,30.0,0.03
uPGwA3c7il,MatMul,/job:localhost/replica:0/task:0/device:GPU:0,30.0,0.03
a0Ax9ihqsl,MatMul,/job:localhost/replica:0/task:0/device:GPU:0,30.0,0.03
f7R0nANKET,MatMul,/job:localhost/replica:0/task:0/device:GPU:0,30.0,0.03
PS6yiAo23F,MatMul,/job:localhost/replica:0/task:0/device:GPU:0,30.0,0.03
8KB1L5sCAT,MatMul,/job:localhost/replica:0/task:0/device:GPU:0,30.0,0.03
zuHaT31KjV,MatMul,/job:localhost/replica:0/task:0/device:GPU:0,30.0,0.03
eRdKBtQ46F,MatMul,/job:localhost/replica:0/task:0/device:GPU:0,30.0,0.03
G07Ilc6aeZ,MatMul,/job:localhost/replica:0/task:0/device:GPU:0,30.0,0.03
