pb_file,node_name,op_type,dtype,output_shapes,device,input_count,inputs,attr_keys
meta_graph_2_frozen.pb,8sMUlFN7x5,Const,DT_INT32,,,0,,dtype|value
meta_graph_2_frozen.pb,xTeBhwI7ks,Reshape,DT_BOOL,,,2,XVeA630COo|8sMUlFN7x5,T|Tshape
meta_graph_2_frozen.pb,vuo0VGMY2N,ZerosLike,DT_FLOAT,,,1,83iXv0Qsw5,T
meta_graph_2_frozen.pb,fV76siI2YU,Select,DT_FLOAT,,,3,xTeBhwI7ks|vuo0VGMY2N|83iXv0Qsw5,T
meta_graph_2_frozen.pb,De7anhg1Ij,Const,DT_FLOAT,,,0,,dtype|value
meta_graph_2_frozen.pb,K8yTNqzol6,Const,DT_INT32,,,0,,dtype|value
meta_graph_2_frozen.pb,ncsrmxu0D2,Reshape,DT_FLOAT,,,2,De7anhg1Ij|K8yTNqzol6,T|Tshape
meta_graph_2_frozen.pb,87EPjdvTB2,Placeholder,DT_FLOAT,,,0,,dtype|shape
meta_graph_2_frozen.pb,431IhgCabe,Const,DT_FLOAT,,,0,,dtype|value
meta_graph_2_frozen.pb,lCQ2Gv36hD,Const,DT_FLOAT,,,0,,dtype|value
meta_graph_2_frozen.pb,fr1p8xRNwm,Const,DT_FLOAT,,,0,,dtype|value
meta_graph_2_frozen.pb,JGYTAOi5H0,Const,DT_FLOAT,,,0,,dtype|value
meta_graph_2_frozen.pb,YEhoyqFATr,Const,DT_FLOAT,,,0,,dtype|value
meta_graph_2_frozen.pb,362TtbZV0S,Const,DT_FLOAT,,,0,,dtype|value
meta_graph_2_frozen.pb,g1WGxpdMhj,Const,DT_FLOAT,,,0,,dtype|value
meta_graph_2_frozen.pb,BVxA159t6W,Const,DT_FLOAT,,,0,,dtype|value
meta_graph_2_frozen.pb,pvgLA0ETMa,Const,DT_INT32,,/device:CPU:0,0,,dtype|value
meta_graph_2_frozen.pb,NgLrjoB7c2,ConcatV2,DT_FLOAT,,/device:CPU:0,9,431IhgCabe|lCQ2Gv36hD|fr1p8xRNwm|JGYTAOi5H0|YEhoyqFATr|362TtbZV0S|g1WGxpdMhj|BVxA159t6W|pvgLA0ETMa,N|T|Tidx
meta_graph_2_frozen.pb,gKqmUnMGPO,Const,DT_INT32,,,0,,dtype|value
meta_graph_2_frozen.pb,P0BtLnCxf6,Reshape,DT_FLOAT,,,2,NgLrjoB7c2|gKqmUnMGPO,T|Tshape
meta_graph_2_frozen.pb,wsrYmfPjat,Const,DT_FLOAT,,,0,,dtype|value
meta_graph_2_frozen.pb,fWMmIZQ8Eh,Const,DT_INT32,,,0,,dtype|value
meta_graph_2_frozen.pb,cMOfzKeNHk,Reshape,DT_FLOAT,,,2,wsrYmfPjat|fWMmIZQ8Eh,T|Tshape
